subject_id,naive_acc,naive_prec,naive_rec,naive_f1,masked_acc,masked_prec,masked_rec,masked_f1
0,0.7912706243222913,0.42045079384135176,0.8719656417278725,0.5673382606054469,0.8782395264335732,0.6346955418629938,0.8719656417278725,0.7346478577796424
1,0.8590229725989482,0.6714697406340058,0.7573586949978932,0.7118327628638511,0.8768633540372671,0.6644903651115619,0.908878099531819,0.7677041376785061
2,0.8457891671520094,0.582287771292769,0.9282928459995543,0.7156633233822297,0.8487374797576921,0.6543476553295107,0.9282928459995543,0.7676111495047224
3,0.7919949081271717,0.66824825725208,0.8515143700392561,0.7488314077284581,0.8748396670103871,0.8616620273718395,0.8515143700392561,0.8565581448974592
4,0.7594537716877894,0.5728192364818755,0.8655000909807727,0.6893811295231654,0.8370917493655738,0.7153348706637257,0.8655000909807727,0.7832853025936599
5,0.801833765582669,0.4314332802909752,0.9653484231943031,0.5963472113118617,0.972811136406754,0.8967574272045361,0.9653484231943031,0.929789644508405
6,0.7866052167091586,0.4522187491651305,0.930822106131427,0.6087097238204834,0.9510439513832507,0.8588462123902786,0.930822106131427,0.8933868158547527
7,0.98028781225125,0.9790658413055712,0.9047321892875715,0.9404324324324324,0.9787208672086721,0.9925266700895659,0.9047321892875715,0.9465981120269865
8,0.8069478549761664,0.4795335315935443,0.711890470757478,0.5730543465239788,0.9351099923388421,0.9916390270867883,0.711890470757478,0.8287950102509313
9,0.6946519673168302,0.45499162769213003,0.8054788919554329,0.5815068998597889,0.9184911296491931,0.9592793231480918,0.8054788919554329,0.875677177385748
10,0.7034924387961184,0.42786306588973555,0.6122179019521385,0.5037019936348796,0.8703751143641354,0.9413251155624037,0.6122179019521385,0.7419119790148645
11,0.7835179976972008,0.8876231805442546,0.3115539618570114,0.4612204631934983,0.827693833851514,0.8673567388752534,0.3847027641045059,0.5330010820026887
12,0.7838603545969658,0.7347680735478479,0.5040130711460185,0.5978985310119695,0.7934907025462713,0.9061533704390847,0.5040130711460185,0.6477435991895376
13,0.7121186186828705,0.6895528473700901,0.697452229299363,0.6934800437397484,0.7948438678172614,0.8855048433545685,0.697452229299363,0.7803083706086668
14,0.6467228636002688,0.38049702715291667,0.9636388869613489,0.5455724051229668,0.9148392129669758,0.8030416931706471,0.9636388869613489,0.8760408781226343
15,0.6850305527137999,0.4528809609676256,0.842102548230682,0.5889993325275558,0.9242247038406398,0.9446791273653145,0.842102548230682,0.8904464504868137
16,0.8220479958339963,0.8620812926750795,0.7406554255351823,0.7967686512918787,0.8939212953746102,0.8458403260608967,0.8930138373270334,0.8687871947465626
17,0.6151602448685632,0.3344716433153544,0.9526406690300881,0.4951103132234138,0.930045421409746,0.8414967078850168,0.9526406690300881,0.8936260925175868
18,0.7906253671851697,0.61454898157129,0.9057898498927806,0.732273909274776,0.9449049781736408,0.9489860108438427,0.9057898498927806,0.9268849293425787
19,0.7537080661344501,0.37869594814573654,0.8894063673015432,0.5312104290785296,0.9565789109431664,0.8921971968481974,0.8894063673015432,0.8907995961986981
20,0.8016980386994866,0.4385929135865409,0.89214974592969,0.5880784742634493,0.9644410968950378,0.9194186170781233,0.89214974592969,0.905578947368421
21,0.9069187049728497,0.9293316958346126,0.689797933758736,0.7918465227817747,0.9355866072792657,0.9127826196791714,0.7790114806230798,0.8406083694419403
22,0.8920673400673401,0.6765873988722726,0.7178006658343737,0.6965849718569372,0.9236238706661303,0.8960971491655302,0.7178006658343737,0.7971001935129827
23,0.8556361913080647,0.6596220366152029,0.6768092105263158,0.6681051057466354,0.9026399465900219,0.9322165255752951,0.6768092105263158,0.7842419379106274
24,0.8840619383710827,0.9300248524386455,0.5753062695171751,0.7108723397940103,0.9222439024390244,0.9224212157740658,0.734068795395368,0.8175366300366301
25,0.7866151439002418,0.47146452622270596,0.8491791227640284,0.6063071337969645,0.9519282097153492,0.9409448818897638,0.8491791227640284,0.8927099433281813
26,0.9107752084912812,0.8017358958462493,0.7489864473531797,0.7744640076655889,0.918855901328776,0.8783535964137744,0.7489864473531797,0.8085279314764451
27,0.7365841562495442,0.47776369873597674,0.93014440433213,0.6312759050166404,0.9482719996741543,0.9181019123411331,0.93014440433213,0.924083926116325
28,0.783319916277572,0.8520561031742585,0.6612745593637314,0.7446396721187052,0.8588046836263779,0.824480964401628,0.8001599920004,0.8121384349944178
29,0.7734134659068783,0.709834843315786,0.8719713579972801,0.7825935336023514,0.8964598806769756,0.9348369435848608,0.8719713579972801,0.9023104869397895
30,0.7181515756366056,0.41043478260869565,0.8651333293915923,0.5567414340886174,0.9359092403814535,0.9004861837651548,0.8651333293915923,0.8824558229298596
31,0.7860924756642989,0.8395038258637898,0.6471277842907386,0.7308686927198628,0.8316292134831461,0.8085926429745508,0.717605633802817,0.7603869626629002
32,0.8022526830304962,0.6907651100500757,0.9484793245706611,0.7993639156918764,0.9287349211258893,0.9082223242994947,0.9484793245706611,0.9279143983480383
33,0.7496784899398465,0.38787559920495734,0.8060009718172984,0.5237193148630516,0.9395875159700675,0.902107409925221,0.8060009718172984,0.8513504843780073
34,0.764381609147217,0.4021551191799432,0.8068012884043607,0.5367592516277919,0.939137482064091,0.8990819355284048,0.8068012884043607,0.850445626979204
35,0.8467017848738279,0.5085659203435131,0.6698407202216067,0.5781674179970611,0.9199639596083904,0.8813211845102505,0.6698407202216067,0.7611646665355105
36,0.8982978567860319,0.8613370248601258,0.7153190266334547,0.78156648261063,0.9379555798911742,0.8602259657668628,0.8907180385288966,0.8752064977973568
37,0.819206003244459,0.8878309708478203,0.508096856154529,0.6463143958568592,0.8304278454083441,0.8616754617414248,0.5820263767599358,0.694766514200617
38,0.8471117686949017,0.9210694333599362,0.4537983642654923,0.6080290817132923,0.8964370907983555,0.9080769588251696,0.5766393200731865,0.7053642336293408
39,0.8345943525196813,0.9037479270315091,0.5198412698412699,0.6600295521158831,0.8592440252464364,0.8858829749735636,0.5381115512257788,0.6695304695304696
40,0.7160837226456848,0.4567328983496206,0.9952393206381883,0.6261256703430133,0.9434378756420063,0.860209074733096,0.9952393206381883,0.9228107850155093
41,0.6878440779610195,0.4659185617335397,0.6594624199528143,0.5460475825019186,0.8652047423905903,0.9669508277736595,0.6594624199528143,0.7841398657449153
42,0.7260676094401602,0.4638434735995712,0.8312998366797963,0.5954445361959814,0.9356034352870273,0.9578259907017932,0.8312998366797963,0.8900889780383685
