subject_id,naive_acc,naive_prec,naive_rec,naive_f1,masked_acc,masked_prec,masked_rec,masked_f1
0,0.8066214605419999,0.43574938233906113,0.790064425206362,0.5617004526667979,0.8819302646675612,0.6631881363809202,0.790064425206362,0.7210878103681927
1,0.8441434993625729,0.660106640814348,0.6629022051307014,0.6615014694095646,0.8695351650250561,0.6628835876811195,0.8462512308341539,0.7434273533318918
2,0.8090531725637478,0.5319590344782165,0.7267737436451163,0.6142906034908925,0.8037816754687727,0.6146879756468797,0.7267737436451163,0.6660481992289772
3,0.7783661183295251,0.6454879977990233,0.8687974449176078,0.7406771634899965,0.8520892157061895,0.8084551935046196,0.8687974449176078,0.8375408574201537
4,0.7850831777608138,0.6074669432201193,0.8599217029606068,0.7119777158774374,0.8534900195857815,0.7477818676993128,0.8599217029606068,0.7999408209948902
5,0.7449729266487476,0.326977825371536,0.6424942263279446,0.4333933393339334,0.8937291578826325,0.7522081355524846,0.6424942263279446,0.6930358724534986
6,0.7566104864462246,0.4128350657908722,0.8625805018876305,0.5584116852123407,0.9016867139442856,0.7366484600212411,0.8625805018876305,0.7946561918206183
7,0.7471885750628776,0.3862448921506841,0.7986464332254404,0.5206774644413386,0.8832428170988087,0.6899193841237563,0.7986464332254404,0.7403121164299492
8,0.7780574279961481,0.44157906028749194,0.8240381150658606,0.5750206042996634,0.9075703836050204,0.7726846116304389,0.8240381150658606,0.7975355523695121
9,0.6526383344392112,0.4114393694980873,0.7363081491257011,0.5278968688093196,0.8641697215965137,0.8630958135937349,0.7363081491257011,0.7946766368451508
10,0.7372087283959463,0.4810105024127164,0.8198883978969778,0.606311420665967,0.901004940877129,0.850902152445352,0.8198883978969778,0.8351074315000986
11,0.7761948704651358,0.6705272133011226,0.48461972988240126,0.5626136465257697,0.8145029582905481,0.6389472864595499,0.6286677392170382,0.6337658325610133
12,0.8402372107793541,0.7098984080028026,0.8442932203782145,0.7712850874874452,0.8762328707340491,0.8303398666029275,0.8442932203782145,0.8372584125235276
13,0.7926554111880495,0.7267580046930588,0.8899558785362055,0.800120003000075,0.8794217193695001,0.8802141586754433,0.8899558785362055,0.8850582129589514
14,0.6906436645441533,0.4087067413482697,0.9199639781617606,0.5659724025692966,0.9276114951401804,0.8580502913538769,0.9199639781617606,0.8879291612342459
15,0.6557706701819848,0.4325855064342466,0.8977820235919588,0.5838499250435557,0.8862585988621284,0.812258088760287,0.8977820235919588,0.8528814094343716
16,0.8163742416626728,0.8483466039500156,0.7429769704189001,0.7921732573061505,0.8689346415741783,0.8232321564223668,0.8492044564069368,0.8360166364795062
17,0.6585624909064455,0.35889737210831835,0.9230033828504192,0.5168317239391381,0.9440613374466926,0.8984251968503937,0.9230033828504192,0.91054846198491
18,0.7385623301878524,0.554312414266118,0.8939097172615619,0.6842945467053564,0.8913140272137922,0.8361641591585118,0.8939097172615619,0.8640732367386487
19,0.7376816575452326,0.35339422364848183,0.8003578017554649,0.4902991592033837,0.9144751554183997,0.77829727084919,0.8003578017554649,0.7891733965436455
20,0.7358347571150304,0.35100722513675486,0.7907886435331231,0.4862034187592128,0.8739071257005604,0.6356843386529618,0.7907886435331231,0.7048040336638489
21,0.883164354532492,0.839424736337488,0.6728144596090003,0.7469414916306925,0.9155152930898593,0.8126202729917208,0.794035333216722,0.8032203127419104
22,0.7408181330082858,0.3608068080304669,0.642713567839196,0.4621638712397242,0.8874080841979495,0.7817848410757946,0.642713567839196,0.7054605626034197
23,0.8047696281612302,0.5391750133349138,0.6352115626309175,0.5832665491264626,0.8506574913752871,0.756045873846921,0.6352115626309175,0.6903813318155948
24,0.843545920575534,0.7624136797106215,0.5382888983477151,0.6310417564471864,0.8549877130504487,0.724779379087042,0.6301611834842129,0.6741665928484957
25,0.7655363984674329,0.43577377029536873,0.7205052005943536,0.543082207123124,0.9019484381012348,0.8402356610639404,0.7205052005943536,0.7757779377649788
