subject_id,naive_acc,naive_prec,naive_rec,naive_f1,masked_acc,masked_prec,masked_rec,masked_f1
0,0.8583061761970632,0.5267715879756849,0.946061814556331,0.6767343591206519,0.9476030034655372,0.8131453789793908,0.946061814556331,0.874582363648932
1,0.8986116954143879,0.7834042761387543,0.7719230583811406,0.7776212908552279,0.9288002737254658,0.7886534033886298,0.9304868705161246,0.8537193251533742
2,0.8723547007352325,0.6415570139989007,0.8837230015586729,0.7434158768216386,0.882839669025063,0.7348813094841314,0.8837230015586729,0.8024586517853532
3,0.8683211045167322,0.7396073307430457,0.9855895896813215,0.8450621224770416,0.9646192980163079,0.937050751470268,0.9855895896813215,0.9607074665862728
4,0.8565517344587112,0.6934713793525595,0.9601898488957769,0.8053211474993655,0.93641546954032,0.8673929212057575,0.9601898488957769,0.9114354671876795
5,0.7842223799092957,0.39151930522130374,0.760441012092267,0.516905543084096,0.9496849975331132,0.962198649951784,0.760441012092267,0.8495047819053836
6,0.8045279111362139,0.47683185091063107,0.9905851297844259,0.6437741243745533,0.9670102692900711,0.8759726112667289,0.9905851297844259,0.9297600858900772
7,0.8071507276656029,0.4700370317327168,0.9562937062937062,0.6302794200353904,0.9634084995663487,0.8787820831580155,0.9562937062937062,0.9159008910239799
8,0.8272943283668326,0.5139639444900782,0.9433445744891886,0.6653980158674632,0.975927985358891,0.9473663240098813,0.9433445744891886,0.9453511718982963
9,0.6696603562275204,0.4287952084773094,0.7599412100922674,0.5482445805843544,0.8939848966381899,0.9304208737378786,0.7599412100922674,0.8365842696629213
10,0.7713466055074794,0.5216642700370847,0.8808063382531468,0.6552510872923449,0.9510461517432608,0.9555347612116171,0.8808063382531468,0.9166500432209588
11,0.832024643633728,0.8077407287507644,0.5705429507863513,0.6687313877307922,0.871432720232333,0.7752879845287144,0.6991318193881033,0.7352431074696489
12,0.9108243465545605,0.8058057863299415,0.9492115878254492,0.8716497069315683,0.9682974458231086,0.9661060439944948,0.9492115878254492,0.9575843053837528
13,0.8546377282919398,0.7839183809394064,0.9502734045286065,0.8591169615381425,0.95326905954102,0.9597657480679775,0.9502734045286065,0.9549959891938741
14,0.72734713823224,0.44528301886792454,0.9932549194492447,0.6149014735824965,0.9847655775009988,0.9592979433616884,0.9932549194492447,0.9759811573959959
15,0.7049370700524232,0.4762095241904838,0.9798353909465021,0.6409238347757036,0.9613647691401471,0.9200865600123657,0.9798353909465021,0.9490214835186735
16,0.9209734533756104,0.9739162072150234,0.855096323963043,0.9106467609614403,0.9785703859984343,0.9688231752191075,0.9769607016360263,0.972874922319824
17,0.6899531868923299,0.38915470494417864,0.9943963321446765,0.5593924631035965,0.9914886927620202,0.978376056136331,0.9943963321446765,0.9863211462807233
18,0.7982921062335954,0.6137458026720012,0.9802816258529794,0.7548724978471381,0.9698823861332017,0.9439182507416768,0.9802816258529794,0.9617563422225208
19,0.7797340685419138,0.4107827038861522,0.9135221865663384,0.5667261618727261,0.9746799021723493,0.9579368763054072,0.9135221865663384,0.9352024922118379
