subject_id,naive_acc,naive_prec,naive_rec,naive_f1,masked_acc,masked_prec,masked_rec,masked_f1
0,0.8799012489108335,0.5695732838589982,0.961355063696534,0.7153334922021871,0.959409644851586,0.8487057049509927,0.961355063696534,0.901525010845263
1,0.9012900672734467,0.882792327554408,0.6584812216260834,0.7543140808446931,0.9296737947727223,0.8671692503716288,0.8099771893285729,0.8375980718937491
2,0.8989156209202568,0.7100072291645151,0.874570665309757,0.7837437300501596,0.8971034624684879,0.7734278321520981,0.874570665309757,0.8208955223880597
3,0.8749612199603847,0.7544866099758852,0.9735669832951196,0.8501394351090453,0.9674953575078814,0.9534548020786553,0.9735669832951196,0.9634059380267082
4,0.8289570788367541,0.6545196517053928,0.9435159500693481,0.7728860737921435,0.9051613283784581,0.80934534963267,0.9435159500693481,0.87129568850963
5,0.8087825099500567,0.4402840757535343,0.9595262316523762,0.6036019563925584,0.9859838421081168,0.9651366759245724,0.9595262316523762,0.9623232764903076
6,0.7941466696568737,0.4636948391922214,0.9728830581884377,0.6280492746575898,0.9703861709790016,0.9008427782621331,0.9728830581884377,0.9354780299372283
7,0.8240437717324606,0.49311544863065515,0.9728358208955223,0.6544833818656492,0.9921782030940103,0.9893145528504644,0.9728358208955223,0.9810059901869298
8,0.8321031496144278,0.5200700810311923,0.9473414258847667,0.6715007069278934,0.9869918495611784,0.9931294061417134,0.9473414258847667,0.9696952019833747
9,0.7321324095458045,0.49478350018091904,0.962291813277035,0.6535367213637088,0.9828854933188802,0.9892687044070658,0.962291813277035,0.9755938048098933
10,0.7912667297553062,0.5453053184504267,0.9126373626373626,0.6826962597616112,0.9712168987359433,0.9922835664857869,0.9126373626373626,0.9507954301524078
11,0.866058709259659,0.943378568086102,0.5849624605563817,0.7221438645980253,0.9208081199717518,0.9339564713106365,0.742353579175705,0.8272048826177598
12,0.8926835895452978,0.8081315669255368,0.8698859166011015,0.8378724008904466,0.9384638178608028,0.9631578947368421,0.8698859166011015,0.9141488958555828
13,0.7767773033680373,0.7697687657567297,0.744344543762615,0.7568431994456142,0.8636973363628898,0.9928324184469075,0.744344543762615,0.8508164794007491
14,0.7776224997816403,0.4975201869082264,0.9626457292410183,0.6560017294492785,0.9841360476663357,0.9863481228668942,0.9626457292410183,0.9743527995183625
15,0.724964025364095,0.49402745587448743,0.9785180389618033,0.6565702438542798,0.9867509656258766,0.9852444444444445,0.9785180389618033,0.9818697218449182
16,0.9180289893440995,0.968378346127839,0.8540957726714612,0.9076538791335794,0.9723808259195326,0.9619980879541109,0.9681997498316174,0.9650889560255118
17,0.7507621951219512,0.4401201888682215,0.9624530663329162,0.604025527736868,0.9823242061961692,0.9798258653641962,0.9624530663329162,0.9710617699673788
18,0.808518334780272,0.6301909801615818,0.9493176748458207,0.757515869380276,0.9783808995562727,0.994159881823491,0.9493176748458207,0.9712214521839814
19,0.7871236498790192,0.42131415268077416,0.9669830129994418,0.5869112735369573,0.9863993025283347,0.9646749940329382,0.9669830129994418,0.9658276246614624
20,0.8148817082921782,0.45599722817185334,0.8573882143914717,0.5953570620771904,0.9717027140443003,0.9940263663828619,0.8573882143914717,0.9206652039810487
21,0.9562997480546699,0.974274930472785,0.8522154648132059,0.90916674390583,0.9883986664515783,0.9683915059799854,0.9787234042553191,0.9735300432475539
22,0.8168993839835729,0.4854340591978516,0.9877643145640295,0.6509570595373234,0.989196245415553,0.9616607876019199,0.9877643145640295,0.9745377831169973
23,0.8967506800408025,0.7245980157372562,0.837940754660996,0.7771585827313382,0.953258927415387,0.9807258204549401,0.837940754660996,0.9037281988372713
24,0.9169241659066469,0.9676445545320845,0.6873968987132959,0.8037936023147404,0.9498707722057976,0.9616584113006788,0.8215013320796114,0.8860716700473293
25,0.824022232766217,0.5274028366970904,0.8631136044880785,0.6547330904061495,0.9653841077085533,0.9882768588405332,0.8631136044880785,0.9214644006887773
26,0.9704786549430302,0.9907477627787047,0.8639640235434164,0.9230225739216448,0.96697383976477,0.9907477627787047,0.8639640235434164,0.9230225739216448
27,0.7107151199652951,0.4560805428999267,0.9817570811329813,0.6228245736164288,0.9831171552988845,0.9689319074049005,0.9817570811329813,0.9753023335036621
28,0.8651759895382461,0.9506542417073053,0.7576480547966291,0.8432481048438905,0.9380885943494942,0.9390578413834227,0.8965046111806899,0.9172879776328051
29,0.810974523427757,0.7460843056869547,0.9024157660521297,0.8168373805961561,0.9322069325901411,0.9718608790907846,0.9024157660521297,0.9358517932489452
30,0.764329888349313,0.4619307953863591,0.9394576271186441,0.6193349423437919,0.9775403483691358,0.9787399350190705,0.9394576271186441,0.9586965545869656
31,0.880570342920562,0.9452612300961489,0.7789469271401023,0.8540828755946772,0.9307552222817354,0.9339390962671905,0.8758636573007831,0.9039695745186593
32,0.8114973262032086,0.7291012135772809,0.8675780677320041,0.7923347280334728,0.9283615899196546,0.9819547000746702,0.8675780677320041,0.9212298112473244
33,0.7893232440638566,0.44568307407289104,0.9715220721348001,0.6110490704854497,0.9881975529692629,0.9733519358214161,0.9715220721348001,0.972436143150852
34,0.786054148639093,0.4360677966101695,0.9137012571915619,0.5903760985795912,0.9749129555579207,0.9672907737423867,0.9137012571915619,0.9397326320403244
35,0.8165616170397739,0.45658641206586414,0.8675561982384645,0.5982956348306967,0.9710055676348235,0.9783559409977022,0.8675561982384645,0.9196307263542935
